longitude,latitude,habitat_richness,NDVI,ALBH-AL-BH-NI,ALBH-AL-BH-VI,ALBH-AL-BH-BB,ALDH-AL-DH-BB,ALDH-AL-DH-NI,FAPAR300-RT0-FAPAR,GDMP300-RT0-GDMP,LAI300-RT0-LAI,SWI1km-SWI-002,SWI1km-SWI-100,SWI1km-SWI-040,SWI1km-SWI-005,SWI1km-SWI-010,SWI1km-SWI-060,SWI1km-SWI-015,SWI1km-SWI-020,TOCR-REF-NOR-BLUE,TOCR-REF-NOR-NIR,TOCR-REF-NOR-SWIR,TOCR-REF-NOR-RED,FCOVER300-RT0-FCOVER,ALDH-AL-DH-VI,DMP300-RT0-DMP,d2m,t2m,fal,lai_hv,lai_lv,src,skt,stl1,stl2,stl3,stl4,slhf,ssr,str,sp,ssrd,strd,tp,swvl1,swvl2,swvl3,swvl4
3.75,44.52,0.25922033,194.125,1261.0,1002.5,1378.0,1809.0,974.5,1.0,1696.1875,10.0,135.0,153.0,147.0,175.0,142.0,136.0,138.0,198.0,240.0,485.5,20.0,15.5,108.125,186.0,1696.1875,275.94235,280.58197,0.14882313,2.0824282,2.3483047,8.5186555e-05,280.75644,281.31305,281.26605,281.22366,281.2852,-4224443.5,12526369.0,-5123033.0,87811.3,14688153.0,25320724.0,0.0025817284,0.39311013,0.39265054,0.38965127,0.42450723
3.75,44.53,0.25922033,178.08333333333337,1245.5,993.0,1689.5,2314.5,972.0,73.0,1474.0,3.25,139.0,159.0,151.0,175.0,147.0,140.0,142.0,198.0,271.0,486.5,22.0,13.5,83.91666666666667,158.0,1474.0,275.94235,280.58197,0.14882313,2.0824282,2.3483047,8.5186555e-05,280.75644,281.31305,281.26605,281.22366,281.2852,-4224443.5,12526369.0,-5123033.0,87811.3,14688153.0,25320724.0,0.0025817284,0.39311013,0.39265054,0.38965127,0.42450723
3.75,44.54,0.26280144,171.58333333333334,1225.5,978.0,1907.5,2565.5,960.5,41.0,1484.083333333333,6.25,132.5,159.5,151.0,175.0,144.5,135.0,138.5,198.0,352.5,493.5,24.5,8.0,87.16666666666669,256.5,1484.083333333333,275.94235,280.58197,0.14882313,2.0824282,2.3483047,8.5186555e-05,280.75644,281.31305,281.26605,281.22366,281.2852,-4224443.5,12526369.0,-5123033.0,87811.3,14688153.0,25320724.0,0.0025817284,0.39311013,0.39265054,0.38965127,0.42450723
3.65,44.57,0.3353915,176.55555555555554,1229.0,981.0,1583.0,2088.0,960.0,43.66666666666666,1251.7777777777776,6.0,130.0,164.0,156.0,175.0,149.0,135.0,140.0,198.0,376.0,435.0,24.0,3.0,85.77777777777777,275.0,1251.7777777777776,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.65,44.58,0.3353915,181.41666666666663,1224.0,977.0,1689.5,2266.0,958.5,41.0,1485.833333333333,6.25,131.0,163.0,157.0,175.0,150.0,136.0,141.0,198.0,418.0,469.0,14.0,5.0,94.41666666666669,306.0,1485.833333333333,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.66,44.59,0.3353915,179.41666666666663,1236.0,985.0,1782.5,2415.0,962.5,25.0,1371.3333333333333,7.75,135.0,156.0,154.0,175.0,149.0,138.0,142.0,198.0,415.0,483.0,28.0,2.5,88.41666666666669,264.0,1371.3333333333333,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.66,44.61,0.27018854,175.6875,1237.5,986.0,1816.0,2543.0,962.5,1.0,1562.125,10.0,131.0,148.0,151.0,175.0,146.0,135.0,139.0,198.0,463.5,489.0,23.5,2.5,96.5625,271.0,1562.125,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.66,44.64,0.27018854,173.41666666666663,1240.0,988.0,1916.0,2563.5,964.0,9.0,1449.0,9.25,135.0,154.0,153.0,175.0,149.0,138.0,142.0,198.0,440.0,520.5,24.5,1.0,96.75,329.0,1449.0,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.68,44.61,0.2656396,190.5,1234.0,984.0,1727.0,2149.0,962.0,33.0,1594.25,7.0,132.0,152.0,151.0,175.0,146.0,135.0,139.0,198.0,347.0,441.0,6.0,7.0,98.91666666666669,333.0,1594.25,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.68,44.62,0.2656396,186.0,1235.0,985.0,1878.0,2389.0,962.0,54.33333333333334,1583.7777777777776,5.0,135.5,154.5,154.0,175.0,149.5,138.5,142.5,198.0,353.0,473.0,16.0,4.0,93.66666666666669,410.0,1583.7777777777776,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.69,44.55,0.3353915,171.4375,1237.0,984.0,1973.0,2748.0,962.0,7.0,1517.5,9.4375,125.0,157.0,150.0,175.0,143.0,129.0,134.0,198.0,493.0,536.0,13.0,4.0,90.4375,258.0,1517.5,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.69,44.59,0.26280144,176.75,1235.0,984.0,1845.0,2460.0,962.0,1.0,1630.583333333333,10.0,131.0,151.0,150.0,175.0,146.0,134.0,139.0,198.0,457.0,486.0,26.0,2.0,103.25,343.0,1630.583333333333,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.69,44.6,0.26280144,177.16666666666663,1235.0,985.0,1869.0,2419.0,962.0,1.0,1408.166666666667,10.0,135.0,155.0,153.0,175.0,149.0,138.0,142.0,198.0,426.0,461.0,19.0,2.0,94.16666666666669,366.0,1408.166666666667,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.69,44.61,0.25625983,190.625,1234.0,984.0,1808.0,2288.0,962.0,43.0,1442.5,6.0625,137.0,155.0,154.0,175.0,150.0,140.0,144.0,198.0,379.0,420.0,13.0,5.0,96.875,370.0,1442.5,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.69,44.62,0.25151727,180.41666666666663,1237.0,986.0,1906.0,2450.0,963.0,1.0,1613.833333333333,10.0,138.5,156.5,157.0,175.0,152.0,141.5,145.0,198.0,378.0,475.0,19.0,1.0,96.33333333333331,394.0,1613.833333333333,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.69,44.64,0.25625983,182.0,1208.0,966.0,1921.0,2625.0,953.0,1.0,1673.416666666667,10.0,133.0,159.0,157.0,175.0,151.0,137.0,142.0,198.0,450.0,528.0,14.0,1.0,100.83333333333331,271.0,1673.416666666667,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.7,44.62,0.25151727,178.0,1227.0,979.0,1948.0,2504.0,959.0,1.0,1481.888888888889,10.0,136.25,156.25,156.5,175.0,151.75,139.5,144.0,198.0,379.0,470.0,13.0,1.0,98.77777777777777,369.0,1481.888888888889,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.72,44.6,0.25922033,175.58333333333337,1231.0,982.0,2085.0,2531.0,962.0,17.0,1509.583333333333,8.5,137.0,160.0,157.0,175.0,151.0,139.0,143.0,198.0,429.0,481.0,20.0,4.0,91.91666666666669,407.0,1509.583333333333,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.73,44.63,0.25625983,169.33333333333334,1236.0,985.0,1862.0,2475.0,962.0,1.0,1588.5,10.0,135.0,155.0,156.0,175.0,150.0,138.0,142.0,198.0,415.0,482.0,12.0,3.0,96.25,294.0,1588.5,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.74,44.55,0.26280144,183.41666666666663,1236.0,984.0,2089.0,2832.0,962.0,1.0,1720.75,10.0,126.0,146.0,144.0,175.0,139.0,128.0,132.0,198.0,491.0,501.0,12.0,4.0,106.5,345.0,1720.75,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.74,44.6,0.25922033,197.22222222222226,1231.0,981.0,1977.0,2422.0,961.0,75.66666666666667,1545.4444444444446,3.0,133.0,153.0,150.0,175.0,145.0,136.0,138.0,198.0,370.0,437.0,11.0,4.0,101.88888888888887,379.0,1545.4444444444446,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.74,44.61,0.25151727,162.66666666666666,1211.0,968.0,2134.0,2956.0,954.0,41.0,1531.0,6.25,135.0,154.0,153.0,175.0,148.0,138.0,141.0,198.0,516.0,548.0,19.0,5.0,95.0,345.0,1531.0,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.74,44.62,0.25625983,167.66666666666666,1210.0,967.0,2072.0,2845.0,953.0,1.0,1622.7777777777776,10.0,133.5,152.0,153.0,175.0,148.0,136.5,141.0,198.0,493.0,557.0,24.0,2.0,96.22222222222223,390.0,1622.7777777777776,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.75,44.59,0.25922033,213.91666666666663,1235.5,986.0,1332.5,1710.5,962.0,25.0,1798.916666666667,7.75,136.0,154.0,152.0,175.0,148.0,139.0,141.0,198.0,211.0,432.0,13.0,3.0,113.08333333333331,220.0,1798.916666666667,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.75,44.6,0.25922033,215.16666666666663,1250.5,996.5,1493.0,1943.5,971.5,25.0,1654.666666666667,7.75,132.0,150.0,147.0,175.0,143.0,134.0,137.0,198.0,204.0,421.5,6.0,4.5,100.66666666666669,188.5,1654.666666666667,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.75,44.62,0.25625983,192.83333333333331,1234.5,984.0,1817.5,2435.5,962.0,1.0,1416.333333333333,10.0,133.5,146.5,150.5,175.0,146.0,136.0,140.0,198.0,423.5,454.0,15.5,1.5,93.25,297.5,1416.333333333333,276.13626,280.44238,0.1600825,2.1408553,0.19523294,9.4176736e-05,280.51608,281.0612,281.0116,280.96436,281.03018,-4233759.0,12311346.0,-5069602.5,88226.69,14576620.0,25278294.0,0.002556282,0.4194766,0.4188533,0.41460612,0.4476923
3.65,44.73,0.22595705,192.33333333333331,1228.0,980.0,1516.0,1890.0,960.0,33.0,1489.333333333333,7.0,139.0,167.0,163.0,175.0,157.0,143.0,148.0,198.0,276.0,361.0,8.0,20.0,96.33333333333331,237.0,1489.333333333333,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.65,44.73,0.22595705,192.33333333333331,1228.0,980.0,1516.0,1890.0,960.0,33.0,1489.333333333333,7.0,139.0,167.0,163.0,175.0,157.0,143.0,148.0,198.0,276.0,361.0,8.0,20.0,96.33333333333331,237.0,1489.333333333333,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.66,44.66,0.27018854,184.0625,1236.5,985.5,1960.75,2573.25,962.75,19.0,1760.9375,8.3125,137.0,160.0,160.0,175.0,154.0,141.0,146.0,198.0,460.75,541.0,19.75,3.5,106.125,360.0,1760.9375,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.66,44.67,0.27018854,194.66666666666663,1228.5,980.5,1625.0,2166.5,960.0,9.0,1594.916666666667,9.25,137.0,158.0,158.0,175.0,153.0,141.0,145.0,198.0,390.0,428.5,20.0,1.5,103.83333333333331,310.0,1594.916666666667,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.66,44.68,0.27018854,185.08333333333331,1224.0,978.0,1606.0,2182.0,958.0,1.0,1502.166666666667,10.0,136.0,154.0,156.0,175.0,152.0,140.0,145.0,198.0,370.0,436.0,12.5,4.0,97.25,305.5,1502.166666666667,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.66,44.7,0.22595705,201.66666666666663,1231.0,982.5,1568.0,1994.5,960.5,9.0,1721.833333333333,9.25,138.5,160.5,159.0,175.0,154.0,142.5,146.5,198.0,283.5,414.0,24.0,13.5,100.66666666666669,275.5,1721.833333333333,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.66,44.71,0.22595705,187.66666666666663,1229.0,981.0,1636.5,2102.0,960.0,73.0,1410.916666666667,3.25,139.0,165.0,163.0,175.0,157.0,144.0,149.0,198.0,317.5,445.5,15.0,7.0,86.41666666666669,263.5,1410.916666666667,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.67,44.68,0.27018854,177.55555555555554,1238.0,986.0,1915.0,2565.0,963.0,1.0,1783.7777777777776,10.0,139.0,156.0,159.0,175.0,155.0,143.0,147.0,198.0,449.0,514.0,23.0,1.0,99.66666666666669,315.0,1783.7777777777776,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.67,44.69,0.2656396,190.5,1235.0,984.0,1764.0,2282.0,962.0,49.0,1460.25,5.5,142.0,163.0,163.0,175.0,158.0,146.0,151.0,198.0,389.0,481.0,20.0,3.0,92.83333333333331,286.0,1460.25,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.67,44.7,0.22595705,196.55555555555557,1234.0,983.0,1639.0,2125.0,962.0,86.33333333333331,1548.888888888889,2.0,141.5,164.0,161.5,175.0,156.0,144.5,149.0,198.0,330.0,476.0,19.0,12.0,104.22222222222223,229.0,1548.888888888889,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.67,44.71,0.23011887,188.66666666666663,1205.0,964.0,1720.0,2309.0,952.0,54.33333333333334,1434.333333333333,5.0,138.0,165.0,161.0,175.0,155.0,142.0,147.0,198.0,350.0,485.0,17.0,3.0,91.11111111111113,224.0,1434.333333333333,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.67,44.72,0.23011887,172.75,1210.0,967.0,2170.0,2796.0,954.0,41.0,1548.166666666667,6.25,141.0,170.0,166.0,175.0,160.0,146.0,151.0,198.0,437.0,562.0,25.0,3.0,103.25,416.0,1548.166666666667,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.67,44.73,0.22595705,184.77777777777774,1226.0,979.0,1787.0,2265.0,959.0,86.33333333333331,1298.7777777777776,2.0,140.0,171.0,166.0,175.0,159.0,145.0,150.0,198.0,324.0,467.0,13.0,6.0,85.55555555555556,264.0,1298.7777777777776,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.67,44.74,0.22595705,191.0,1228.0,979.0,1774.0,2325.0,959.0,11.666666666666664,1545.666666666667,9.0,140.0,168.0,165.0,175.0,159.0,145.0,150.0,198.0,354.0,445.0,7.0,3.0,106.0,279.0,1545.666666666667,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.68,44.68,0.25625983,178.0,1209.0,967.0,1961.0,2643.0,953.0,22.33333333333333,1691.0,8.0,139.0,159.0,161.0,175.0,156.0,143.0,148.0,198.0,457.0,494.0,25.0,1.0,105.0,317.0,1691.0,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.68,44.71,0.22663455,181.33333333333331,1230.0,980.0,1981.0,2636.0,960.0,33.0,1489.4444444444446,7.0,138.0,163.0,161.0,175.0,155.0,142.0,147.0,198.0,420.0,534.0,20.0,1.0,112.66666666666669,313.0,1489.4444444444446,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.68,44.73,0.22663455,192.33333333333331,1205.0,965.0,1806.0,2048.0,952.0,54.33333333333334,1342.3333333333333,5.0,142.0,168.0,164.0,175.0,159.0,146.0,150.0,198.0,298.0,467.0,21.0,15.0,87.33333333333331,441.0,1342.3333333333333,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.69,44.65,0.25625983,182.08333333333331,1238.0,986.0,1914.0,2556.0,963.0,1.0,1741.083333333333,10.0,130.0,152.0,153.0,175.0,148.0,135.0,139.0,198.0,431.0,483.0,16.0,2.0,110.08333333333331,347.0,1741.083333333333,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.69,44.72,0.22663455,180.125,1229.0,980.0,1950.0,2576.0,960.0,55.0,1747.4375,4.9375,142.0,164.0,164.0,175.0,159.0,147.0,151.0,198.0,429.0,517.0,26.0,2.0,107.375,318.0,1747.4375,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.69,44.74,0.22663455,189.83333333333331,1203.0,964.0,1648.0,2069.0,951.0,49.0,1321.1666666666667,5.5,145.0,168.0,165.0,175.0,159.0,148.0,152.0,198.0,291.0,404.0,9.0,5.0,92.75,239.0,1321.1666666666667,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.69,44.75,0.22663455,186.75,1216.0,972.0,1736.5,2253.0,955.5,13.0,1601.0625,8.875,142.0,170.0,167.0,175.0,161.0,147.0,152.0,198.0,328.5,406.0,15.5,5.0,99.4375,259.5,1601.0625,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.7,44.67,0.25625983,168.33333333333334,1227.0,979.0,1694.0,2362.0,959.0,54.33333333333334,1657.2222222222224,5.0,137.5,158.5,156.5,175.0,151.0,141.0,144.0,198.0,394.0,495.0,18.0,3.0,98.33333333333331,246.0,1657.2222222222224,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.7,44.67,0.25625983,168.33333333333334,1227.0,979.0,1694.0,2362.0,959.0,54.33333333333334,1657.2222222222224,5.0,137.5,158.5,156.5,175.0,151.0,141.0,144.0,198.0,394.0,495.0,18.0,3.0,98.33333333333331,246.0,1657.2222222222224,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.7,44.68,0.25625983,176.88888888888889,1226.0,978.0,1701.0,2274.0,959.0,43.66666666666666,1440.2222222222224,6.0,140.5,161.5,160.5,175.0,155.5,144.5,148.5,198.0,380.0,462.0,9.0,2.0,97.55555555555556,290.0,1440.2222222222224,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.7,44.69,0.25625983,188.5,1226.0,978.0,1693.0,2276.0,959.0,41.0,1428.75,6.25,140.0,158.5,159.5,175.0,154.5,144.0,148.0,198.0,400.0,483.0,16.0,2.0,103.41666666666669,282.0,1428.75,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.7,44.75,0.22663455,189.91666666666663,1204.5,964.5,1777.0,2392.5,952.0,9.0,1597.916666666667,9.25,141.5,166.0,165.5,175.0,159.5,146.5,151.5,198.0,362.5,454.0,20.5,3.0,99.41666666666669,244.0,1597.916666666667,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
3.71,44.67,0.25625983,173.66666666666663,1227.0,979.0,1756.0,2378.0,959.0,65.0,1560.2222222222224,4.0,140.0,165.0,160.0,175.0,154.0,144.0,147.0,198.0,378.0,499.0,8.0,3.0,99.0,250.0,1560.2222222222224,276.30618,280.39972,0.16729888,2.1835399,1.9962158,0.00010456261,280.40143,281.18533,281.14432,281.09958,281.13968,-4366107.0,12125314.0,-4983288.0,88642.68,14455338.0,25325284.0,0.0025965497,0.35583413,0.35384592,0.3465334,0.37727597
