longitude,latitude,habitat_richness,NDVI,ALBH-AL-BH-VI,ALBH-AL-BH-BB,ALBH-AL-BH-NI,ALDH-AL-DH-NI,ALDH-AL-DH-VI,ALDH-AL-DH-BB,DMP300-RT5-DMP,FAPAR300-FAPAR,FCOVER300-FCOVER,GDMP300-RT5-GDMP,LAI300-LAI,SWI1km-SWI-020,SWI1km-SWI-040,SWI1km-SWI-060,SWI1km-SWI-100,SWI1km-SWI-002,SWI1km-SWI-005,SWI1km-SWI-010,SWI1km-SWI-015,TOCR-REF-NOR-BLUE,TOCR-REF-NOR-NIR,TOCR-REF-NOR-RED,TOCR-REF-NOR-SWIR,d2m,t2m,fal,lai_hv,lai_lv,src,skt,stl1,stl2,stl3,stl4,slhf,ssr,str,sp,ssrd,strd,tp,swvl1,swvl2,swvl3,swvl4
13.63,42.17,0.43800306,219.33333333333331,558.0,1752.0,2611.0,1714.0,488.0,1188.0,9273.833333333334,85.66666666666667,64.16666666666667,9273.833333333334,20.916666666666668,98.0,104.0,108.0,111.0,91.0,89.0,92.0,95.0,66.0,347.0,126.0,388.0,278.5809,282.17892,0.16867347,1.7339901,2.5147624,0.00011229995,282.40326,283.0896,283.07175,283.03546,282.97433,-4670134.0,12288243.0,-4755082.5,88658.05,14768817.0,26416616.0,0.002748602,0.34889415,0.34742293,0.33609894,0.3720513
13.63,42.24,0.29013756,167.16666666666666,538.0,1734.0,2571.0,1808.0,469.0,1238.0,7172.666666666668,108.33333333333331,87.25,7172.666666666668,30.66666666666667,96.0,103.0,107.0,110.0,86.0,84.0,87.0,92.0,78.0,398.0,145.0,405.0,278.5809,282.17892,0.16867347,1.7339901,2.5147624,0.00011229995,282.40326,283.0896,283.07175,283.03546,282.97433,-4670134.0,12288243.0,-4755082.5,88658.05,14768817.0,26416616.0,0.002748602,0.34889415,0.34742293,0.33609894,0.3720513
13.63,42.25,0.29013756,165.0625,666.5,1715.0,2455.5,1856.0,491.5,1277.0,8006.6875,98.0,82.4375,8006.6875,28.8125,102.0,109.0,112.0,114.0,90.0,91.0,95.0,99.0,67.0,395.5,134.5,390.5,278.5809,282.17892,0.16867347,1.7339901,2.5147624,0.00011229995,282.40326,283.0896,283.07175,283.03546,282.97433,-4670134.0,12288243.0,-4755082.5,88658.05,14768817.0,26416616.0,0.002748602,0.34889415,0.34742293,0.33609894,0.3720513
13.64,42.24,0.29013756,179.22222222222226,437.0,1638.0,2471.0,1805.0,453.0,1230.0,7179.333333333332,100.33333333333331,81.22222222222223,7179.333333333332,27.444444444444446,102.0,110.0,113.0,116.0,93.0,91.0,94.0,99.0,67.0,390.0,138.0,423.0,278.5809,282.17892,0.16867347,1.7339901,2.5147624,0.00011229995,282.40326,283.0896,283.07175,283.03546,282.97433,-4670134.0,12288243.0,-4755082.5,88658.05,14768817.0,26416616.0,0.002748602,0.34889415,0.34742293,0.33609894,0.3720513
13.64,42.25,0.29013756,181.0,551.5,1747.0,2587.5,1828.0,443.0,1241.5,8359.416666666666,116.75,95.66666666666669,8359.416666666666,35.416666666666664,109.0,115.0,118.0,120.0,99.0,99.0,102.0,106.0,64.0,408.5,131.5,386.0,278.5809,282.17892,0.16867347,1.7339901,2.5147624,0.00011229995,282.40326,283.0896,283.07175,283.03546,282.97433,-4670134.0,12288243.0,-4755082.5,88658.05,14768817.0,26416616.0,0.002748602,0.34889415,0.34742293,0.33609894,0.3720513
13.65,42.18,0.43800306,224.88888888888889,453.0,1783.0,2723.0,1847.0,475.0,1261.0,8852.333333333334,85.8888888888889,86.55555555555556,8852.333333333334,27.33333333333333,81.0,91.0,95.0,99.0,71.0,68.0,71.0,76.0,64.0,446.0,140.0,435.0,278.5809,282.17892,0.16867347,1.7339901,2.5147624,0.00011229995,282.40326,283.0896,283.07175,283.03546,282.97433,-4670134.0,12288243.0,-4755082.5,88658.05,14768817.0,26416616.0,0.002748602,0.34889415,0.34742293,0.33609894,0.3720513
13.65,42.19,0.43800306,221.83333333333331,362.0,1764.0,2755.0,2133.0,576.0,1469.0,9190.583333333334,93.58333333333331,98.5,9190.583333333334,32.083333333333336,86.0,95.0,99.0,102.0,75.0,73.0,76.0,81.0,64.0,444.0,136.0,433.0,278.5809,282.17892,0.16867347,1.7339901,2.5147624,0.00011229995,282.40326,283.0896,283.07175,283.03546,282.97433,-4670134.0,12288243.0,-4755082.5,88658.05,14768817.0,26416616.0,0.002748602,0.34889415,0.34742293,0.33609894,0.3720513
13.65,42.24,0.29013756,169.77777777777774,485.0,1681.0,2517.0,1883.0,478.0,1285.0,7927.88888888889,98.77777777777777,97.77777777777777,7927.88888888889,31.777777777777782,113.0,119.0,122.0,124.0,102.0,102.0,106.0,110.0,66.0,400.0,139.0,426.0,278.5809,282.17892,0.16867347,1.7339901,2.5147624,0.00011229995,282.40326,283.0896,283.07175,283.03546,282.97433,-4670134.0,12288243.0,-4755082.5,88658.05,14768817.0,26416616.0,0.002748602,0.34889415,0.34742293,0.33609894,0.3720513
13.65,42.25,0.29013756,189.75,605.5,1690.5,2454.0,1884.0,450.5,1278.5,7764.666666666668,118.33333333333331,92.41666666666669,7764.666666666668,33.75,94.0,103.0,106.0,109.0,81.0,82.0,86.0,91.0,67.0,436.0,135.0,389.5,278.5809,282.17892,0.16867347,1.7339901,2.5147624,0.00011229995,282.40326,283.0896,283.07175,283.03546,282.97433,-4670134.0,12288243.0,-4755082.5,88658.05,14768817.0,26416616.0,0.002748602,0.34889415,0.34742293,0.33609894,0.3720513
13.56,42.83,0.3891563,234.58333333333331,588.0,1727.0,2529.5,1713.5,461.0,1186.5,9895.333333333334,139.0,143.25,9895.333333333334,63.41666666666666,102.0,113.0,119.0,123.0,92.0,99.0,97.0,99.0,43.0,487.5,92.5,309.5,282.00412,285.48303,0.15396307,2.2604022,2.6263418,0.00013429183,285.0078,285.5285,285.51877,285.48016,285.37796,-4969247.5,12069850.0,-4956702.5,95207.61,14385793.0,27348328.0,0.0035607428,0.3699098,0.37066782,0.3653481,0.39276668
13.59,42.82,0.3891563,176.77777777777774,580.0,1788.0,2636.0,2058.0,500.0,1403.0,10078.666666666666,136.11111111111111,143.77777777777774,10078.666666666666,55.77777777777778,90.0,102.0,108.0,114.0,77.0,86.0,85.0,87.0,54.0,538.0,114.0,379.0,282.00412,285.48303,0.15396307,2.2604022,2.6263418,0.00013429183,285.0078,285.5285,285.51877,285.48016,285.37796,-4969247.5,12069850.0,-4956702.5,95207.61,14385793.0,27348328.0,0.0035607428,0.3699098,0.37066782,0.3653481,0.39276668
13.59,42.83,0.3891563,187.41666666666663,532.5,1750.5,2604.0,2117.5,503.5,1442.5,10041.083333333334,153.25,166.58333333333334,10041.083333333334,68.5,82.0,95.0,102.0,109.0,69.0,79.0,77.0,79.0,60.0,576.5,117.5,367.5,282.00412,285.48303,0.15396307,2.2604022,2.6263418,0.00013429183,285.0078,285.5285,285.51877,285.48016,285.37796,-4969247.5,12069850.0,-4956702.5,95207.61,14385793.0,27348328.0,0.0035607428,0.3699098,0.37066782,0.3653481,0.39276668
13.6,42.81,0.3891563,156.44444444444446,349.0,1778.0,2777.0,2104.0,501.0,1430.0,9746.555555555555,133.11111111111111,157.22222222222226,9746.555555555555,56.77777777777778,95.0,106.0,113.0,118.0,85.0,92.0,90.0,92.0,54.0,556.0,111.0,381.0,282.00412,285.48303,0.15396307,2.2604022,2.6263418,0.00013429183,285.0078,285.5285,285.51877,285.48016,285.37796,-4969247.5,12069850.0,-4956702.5,95207.61,14385793.0,27348328.0,0.0035607428,0.3699098,0.37066782,0.3653481,0.39276668
13.6,42.82,0.3891563,135.66666666666666,558.0,1795.0,2663.0,2135.0,489.0,1445.0,10988.333333333334,147.55555555555554,162.66666666666666,10988.333333333334,65.0,87.0,99.0,106.0,112.0,76.0,85.0,83.0,84.0,54.0,580.0,114.0,379.0,282.00412,285.48303,0.15396307,2.2604022,2.6263418,0.00013429183,285.0078,285.5285,285.51877,285.48016,285.37796,-4969247.5,12069850.0,-4956702.5,95207.61,14385793.0,27348328.0,0.0035607428,0.3699098,0.37066782,0.3653481,0.39276668
13.61,42.8,0.3891563,180.9375,375.0,1820.0,2830.0,2113.0,520.0,1444.0,10321.5,138.9375,150.625,10321.5,59.5625,86.0,98.0,104.0,111.0,74.0,81.0,81.0,82.0,57.0,547.0,114.0,371.0,282.00412,285.48303,0.15396307,2.2604022,2.6263418,0.00013429183,285.0078,285.5285,285.51877,285.48016,285.37796,-4969247.5,12069850.0,-4956702.5,95207.61,14385793.0,27348328.0,0.0035607428,0.3699098,0.37066782,0.3653481,0.39276668
13.61,42.81,0.3891563,164.41666666666666,328.0,1762.0,2761.0,2096.0,505.0,1430.0,9155.166666666666,156.08333333333334,180.0,9155.166666666666,67.91666666666667,88.0,101.0,108.0,115.0,80.0,87.0,84.0,85.0,52.0,571.0,108.0,365.0,282.00412,285.48303,0.15396307,2.2604022,2.6263418,0.00013429183,285.0078,285.5285,285.51877,285.48016,285.37796,-4969247.5,12069850.0,-4956702.5,95207.61,14385793.0,27348328.0,0.0035607428,0.3699098,0.37066782,0.3653481,0.39276668
13.61,42.82,0.3891563,154.16666666666666,688.0,1811.0,2602.0,2301.0,531.0,1561.0,10476.916666666666,155.41666666666666,177.83333333333337,10476.916666666666,77.91666666666667,87.0,99.0,106.0,112.0,80.0,86.0,83.0,84.0,58.0,602.0,116.0,372.0,282.00412,285.48303,0.15396307,2.2604022,2.6263418,0.00013429183,285.0078,285.5285,285.51877,285.48016,285.37796,-4969247.5,12069850.0,-4956702.5,95207.61,14385793.0,27348328.0,0.0035607428,0.3699098,0.37066782,0.3653481,0.39276668
13.61,42.83,0.3891563,178.4375,555.5,1756.0,2602.0,2317.0,583.0,1591.5,9128.1875,156.1875,189.0625,9128.1875,74.625,76.0,91.0,100.0,108.0,69.0,76.0,73.0,73.0,74.0,585.5,135.0,370.0,282.00412,285.48303,0.15396307,2.2604022,2.6263418,0.00013429183,285.0078,285.5285,285.51877,285.48016,285.37796,-4969247.5,12069850.0,-4956702.5,95207.61,14385793.0,27348328.0,0.0035607428,0.3699098,0.37066782,0.3653481,0.39276668
13.62,42.78,0.3891563,214.22222222222226,348.0,1811.0,2832.0,2076.0,480.0,1406.0,9987.0,132.0,140.77777777777774,9987.0,52.111111111111114,169.0,175.5,179.0,182.0,162.5,167.0,166.5,167.5,56.0,510.0,120.0,389.0,282.00412,285.48303,0.15396307,2.2604022,2.6263418,0.00013429183,285.0078,285.5285,285.51877,285.48016,285.37796,-4969247.5,12069850.0,-4956702.5,95207.61,14385793.0,27348328.0,0.0035607428,0.3699098,0.37066782,0.3653481,0.39276668
13.62,42.8,0.3891563,180.83333333333331,383.0,1806.0,2797.0,2263.0,546.0,1544.0,9923.666666666666,146.25,168.5,9923.666666666666,61.0,88.5,100.0,106.5,112.5,80.0,86.5,84.5,85.5,55.0,585.0,113.0,375.0,282.00412,285.48303,0.15396307,2.2604022,2.6263418,0.00013429183,285.0078,285.5285,285.51877,285.48016,285.37796,-4969247.5,12069850.0,-4956702.5,95207.61,14385793.0,27348328.0,0.0035607428,0.3699098,0.37066782,0.3653481,0.39276668
13.62,42.81,0.3891563,174.11111111111111,651.0,1416.0,1959.0,2238.0,546.0,1531.0,9232.111111111111,162.66666666666666,188.0,9232.111111111111,71.55555555555556,85.0,97.0,104.5,111.0,78.0,85.0,81.0,82.0,57.0,589.0,117.0,372.0,282.00412,285.48303,0.15396307,2.2604022,2.6263418,0.00013429183,285.0078,285.5285,285.51877,285.48016,285.37796,-4969247.5,12069850.0,-4956702.5,95207.61,14385793.0,27348328.0,0.0035607428,0.3699098,0.37066782,0.3653481,0.39276668
13.63,42.76,0.3891563,196.25,363.0,1779.0,2766.0,1946.0,474.0,1329.0,11056.083333333336,125.83333333333331,137.66666666666666,11056.083333333336,50.16666666666666,85.0,98.0,105.0,112.0,70.0,79.0,78.0,81.0,55.0,486.0,120.0,386.0,282.00412,285.48303,0.15396307,2.2604022,2.6263418,0.00013429183,285.0078,285.5285,285.51877,285.48016,285.37796,-4969247.5,12069850.0,-4956702.5,95207.61,14385793.0,27348328.0,0.0035607428,0.3699098,0.37066782,0.3653481,0.39276668
13.63,42.8,0.3891563,190.3125,385.0,1808.0,2797.0,2350.0,543.0,1596.0,10048.3125,159.0625,195.4375,10048.3125,81.875,88.0,100.0,106.0,113.0,81.0,88.0,85.0,86.0,58.0,615.0,117.0,364.0,282.00412,285.48303,0.15396307,2.2604022,2.6263418,0.00013429183,285.0078,285.5285,285.51877,285.48016,285.37796,-4969247.5,12069850.0,-4956702.5,95207.61,14385793.0,27348328.0,0.0035607428,0.3699098,0.37066782,0.3653481,0.39276668
13.64,42.81,0.3891563,200.66666666666663,454.0,1328.0,1946.0,2300.0,529.0,1564.0,9570.555555555555,148.66666666666666,179.22222222222226,9570.555555555555,66.33333333333333,96.0,106.0,113.0,120.0,85.0,96.0,93.0,93.0,61.0,598.0,115.0,340.0,282.00412,285.48303,0.15396307,2.2604022,2.6263418,0.00013429183,285.0078,285.5285,285.51877,285.48016,285.37796,-4969247.5,12069850.0,-4956702.5,95207.61,14385793.0,27348328.0,0.0035607428,0.3699098,0.37066782,0.3653481,0.39276668
13.64,42.82,0.3891563,196.11111111111111,458.0,1397.0,2055.0,2297.0,574.0,1577.0,9403.555555555555,143.22222222222226,165.88888888888889,9403.555555555555,60.33333333333334,92.0,103.0,111.0,118.0,83.0,94.0,91.0,90.0,71.0,581.0,134.0,364.0,282.00412,285.48303,0.15396307,2.2604022,2.6263418,0.00013429183,285.0078,285.5285,285.51877,285.48016,285.37796,-4969247.5,12069850.0,-4956702.5,95207.61,14385793.0,27348328.0,0.0035607428,0.3699098,0.37066782,0.3653481,0.39276668
13.65,42.79,0.23106585,175.0,566.0,1776.0,2624.0,2347.0,607.0,1619.0,7027.666666666668,135.11111111111111,151.22222222222226,7027.666666666668,63.22222222222222,86.5,97.5,104.0,111.0,77.0,86.5,84.0,84.5,81.0,596.0,141.0,375.0,282.00412,285.48303,0.15396307,2.2604022,2.6263418,0.00013429183,285.0078,285.5285,285.51877,285.48016,285.37796,-4969247.5,12069850.0,-4956702.5,95207.61,14385793.0,27348328.0,0.0035607428,0.3699098,0.37066782,0.3653481,0.39276668
13.65,42.82,0.23106585,171.33333333333334,484.0,1490.0,2204.0,2431.0,576.0,1658.0,6594.444444444444,135.0,153.88888888888889,6594.444444444444,48.22222222222222,91.0,103.0,111.0,119.0,86.0,95.0,91.0,90.0,72.0,609.0,135.0,363.0,282.00412,285.48303,0.15396307,2.2604022,2.6263418,0.00013429183,285.0078,285.5285,285.51877,285.48016,285.37796,-4969247.5,12069850.0,-4956702.5,95207.61,14385793.0,27348328.0,0.0035607428,0.3699098,0.37066782,0.3653481,0.39276668
13.56,42.93,0.32364464,208.77777777777774,419.0,1753.0,2686.0,2024.0,471.0,1375.0,9622.0,144.22222222222226,154.66666666666666,9622.0,57.111111111111114,87.0,100.0,108.0,116.0,80.0,90.0,85.0,85.0,53.0,543.0,109.0,354.0,282.8671,286.35187,0.16305053,1.8779895,2.314812,0.0001291124,286.0198,286.5896,286.57617,286.5252,286.40933,-5253624.5,11901858.0,-5166267.5,96975.27,14339863.0,27605774.0,0.0034207737,0.3664321,0.3660636,0.36059085,0.38910028
13.57,42.87,0.32364464,206.11111111111111,560.0,1815.0,2701.0,2221.0,424.0,1479.0,9295.111111111111,144.77777777777774,183.11111111111111,9295.111111111111,65.22222222222223,90.0,101.0,107.0,113.0,83.0,91.5,87.5,87.5,52.0,578.0,119.0,365.0,282.8671,286.35187,0.16305053,1.8779895,2.314812,0.0001291124,286.0198,286.5896,286.57617,286.5252,286.40933,-5253624.5,11901858.0,-5166267.5,96975.27,14339863.0,27605774.0,0.0034207737,0.3664321,0.3660636,0.36059085,0.38910028
13.57,42.88,0.32364464,205.16666666666663,688.0,1885.0,2734.0,2153.0,508.0,1469.0,8403.5,144.91666666666666,174.66666666666663,8403.5,64.5,100.0,109.0,115.0,120.0,95.0,101.0,98.0,98.0,47.0,540.0,112.0,352.0,282.8671,286.35187,0.16305053,1.8779895,2.314812,0.0001291124,286.0198,286.5896,286.57617,286.5252,286.40933,-5253624.5,11901858.0,-5166267.5,96975.27,14339863.0,27605774.0,0.0034207737,0.3664321,0.3660636,0.36059085,0.38910028
13.57,42.91,0.32364464,179.08333333333337,549.0,1800.0,2687.5,2186.5,684.5,1551.0,9729.166666666666,112.83333333333331,127.0,9729.166666666666,40.41666666666666,88.0,101.0,108.0,115.0,81.0,88.0,85.0,85.0,77.0,543.0,152.0,419.5,282.8671,286.35187,0.16305053,1.8779895,2.314812,0.0001291124,286.0198,286.5896,286.57617,286.5252,286.40933,-5253624.5,11901858.0,-5166267.5,96975.27,14339863.0,27605774.0,0.0034207737,0.3664321,0.3660636,0.36059085,0.38910028
13.57,42.93,0.271035,222.44444444444446,384.0,1769.0,2734.0,2222.0,558.0,1524.0,10227.777777777776,149.66666666666666,147.44444444444446,10227.777777777776,54.33333333333334,87.0,99.0,107.0,114.0,81.0,90.0,86.0,86.0,55.0,572.0,114.0,361.0,282.8671,286.35187,0.16305053,1.8779895,2.314812,0.0001291124,286.0198,286.5896,286.57617,286.5252,286.40933,-5253624.5,11901858.0,-5166267.5,96975.27,14339863.0,27605774.0,0.0034207737,0.3664321,0.3660636,0.36059085,0.38910028
13.58,42.87,0.32364464,197.83333333333331,458.5,1888.5,2893.0,2292.5,555.0,1566.5,8988.416666666666,140.41666666666666,165.0,8988.416666666666,55.33333333333334,170.0,176.5,180.5,184.0,163.5,169.0,168.0,168.5,54.5,575.5,119.5,372.0,282.8671,286.35187,0.16305053,1.8779895,2.314812,0.0001291124,286.0198,286.5896,286.57617,286.5252,286.40933,-5253624.5,11901858.0,-5166267.5,96975.27,14339863.0,27605774.0,0.0034207737,0.3664321,0.3660636,0.36059085,0.38910028
13.58,42.91,0.32364464,175.625,684.75,1828.5,2644.25,2307.0,699.25,1628.0,8529.375,113.8125,123.5,8529.375,40.0,77.0,91.0,100.0,108.0,70.0,77.0,73.0,74.0,79.75,556.0,160.25,417.0,282.8671,286.35187,0.16305053,1.8779895,2.314812,0.0001291124,286.0198,286.5896,286.57617,286.5252,286.40933,-5253624.5,11901858.0,-5166267.5,96975.27,14339863.0,27605774.0,0.0034207737,0.3664321,0.3660636,0.36059085,0.38910028
13.58,42.92,0.32364464,199.5,523.0,1872.5,2819.0,2332.0,623.0,1615.0,9212.25,126.16666666666669,131.16666666666666,9212.25,45.91666666666666,80.0,95.0,103.0,112.0,73.0,82.0,78.0,77.0,68.0,567.5,142.5,398.5,282.8671,286.35187,0.16305053,1.8779895,2.314812,0.0001291124,286.0198,286.5896,286.57617,286.5252,286.40933,-5253624.5,11901858.0,-5166267.5,96975.27,14339863.0,27605774.0,0.0034207737,0.3664321,0.3660636,0.36059085,0.38910028
13.58,42.93,0.271035,213.41666666666663,552.5,2019.0,3048.0,2350.0,601.0,1616.5,10617.25,138.41666666666666,172.0,10617.25,57.5,82.0,94.0,103.0,110.0,75.0,85.0,81.0,80.0,59.0,590.5,124.0,374.5,282.8671,286.35187,0.16305053,1.8779895,2.314812,0.0001291124,286.0198,286.5896,286.57617,286.5252,286.40933,-5253624.5,11901858.0,-5166267.5,96975.27,14339863.0,27605774.0,0.0034207737,0.3664321,0.3660636,0.36059085,0.38910028
13.58,42.94,0.271035,205.625,707.5,2170.0,3205.5,2511.0,613.5,1719.0,9820.125,133.6875,174.125,9820.125,60.0,78.0,92.0,102.0,111.0,74.0,84.0,78.0,76.0,64.0,613.5,133.0,374.5,282.8671,286.35187,0.16305053,1.8779895,2.314812,0.0001291124,286.0198,286.5896,286.57617,286.5252,286.40933,-5253624.5,11901858.0,-5166267.5,96975.27,14339863.0,27605774.0,0.0034207737,0.3664321,0.3660636,0.36059085,0.38910028
13.62,42.92,0.32364464,197.88888888888889,650.0,1947.0,2865.0,2332.0,648.0,1627.0,9219.333333333334,115.33333333333331,141.44444444444446,9219.333333333334,49.88888888888889,160.0,167.5,172.5,177.5,158.0,163.0,160.0,159.0,72.0,548.0,135.0,359.0,282.8671,286.35187,0.16305053,1.8779895,2.314812,0.0001291124,286.0198,286.5896,286.57617,286.5252,286.40933,-5253624.5,11901858.0,-5166267.5,96975.27,14339863.0,27605774.0,0.0034207737,0.3664321,0.3660636,0.36059085,0.38910028
13.62,42.95,0.271035,190.77777777777774,538.0,2023.0,3067.0,2355.0,593.0,1618.0,11253.444444444443,129.66666666666666,165.44444444444446,11253.444444444443,62.66666666666666,71.5,85.75,96.0,106.25,69.5,80.25,73.25,70.5,72.0,583.0,141.0,377.0,282.8671,286.35187,0.16305053,1.8779895,2.314812,0.0001291124,286.0198,286.5896,286.57617,286.5252,286.40933,-5253624.5,11901858.0,-5166267.5,96975.27,14339863.0,27605774.0,0.0034207737,0.3664321,0.3660636,0.36059085,0.38910028
13.63,42.94,0.271035,193.375,536.0,2049.0,3112.0,2437.0,626.0,1681.0,8843.9375,134.9375,161.0,8843.9375,56.3125,75.0,88.0,97.0,107.0,73.0,83.0,77.0,74.0,69.0,598.0,139.0,381.0,282.8671,286.35187,0.16305053,1.8779895,2.314812,0.0001291124,286.0198,286.5896,286.57617,286.5252,286.40933,-5253624.5,11901858.0,-5166267.5,96975.27,14339863.0,27605774.0,0.0034207737,0.3664321,0.3660636,0.36059085,0.38910028
13.64,42.94,0.271035,207.08333333333331,486.0,2024.0,3099.0,2431.0,576.0,1658.0,10089.25,145.91666666666666,195.41666666666663,10089.25,77.08333333333333,72.0,85.0,95.0,105.0,69.0,80.0,74.0,71.0,64.0,626.0,133.0,380.0,282.8671,286.35187,0.16305053,1.8779895,2.314812,0.0001291124,286.0198,286.5896,286.57617,286.5252,286.40933,-5253624.5,11901858.0,-5166267.5,96975.27,14339863.0,27605774.0,0.0034207737,0.3664321,0.3660636,0.36059085,0.38910028
13.57,41.43,0.21691841,228.88888888888889,581.0,1853.0,2750.0,2083.0,411.0,1384.0,11741.777777777776,158.44444444444446,184.0,11741.777777777776,68.8888888888889,79.0,96.0,105.0,112.0,66.0,65.0,68.0,73.0,50.0,574.0,98.0,374.0,282.78455,286.4936,0.14420219,1.9159155,2.7437556,0.00010518253,286.70197,287.2199,287.20065,287.1333,286.98276,-5219123.5,13095240.0,-5123411.5,95891.16,15445377.0,27944300.0,0.004032253,0.3421798,0.34140843,0.3414606,0.3798346
13.58,41.4,0.21691841,240.0,532.5,1824.0,2731.5,2139.0,389.5,1411.0,11762.25,173.41666666666663,199.33333333333331,11762.25,99.41666666666669,80.0,99.0,108.0,116.0,60.0,61.0,66.0,73.0,41.0,631.5,91.0,373.5,282.78455,286.4936,0.14420219,1.9159155,2.7437556,0.00010518253,286.70197,287.2199,287.20065,287.1333,286.98276,-5219123.5,13095240.0,-5123411.5,95891.16,15445377.0,27944300.0,0.004032253,0.3421798,0.34140843,0.3414606,0.3798346
13.58,41.41,0.23643081,234.625,517.5,1892.0,2858.5,2173.75,388.25,1430.75,11961.4375,164.0625,173.875,11961.4375,73.3125,79.0,97.0,106.0,113.0,63.0,62.0,66.0,73.0,41.75,592.5,89.75,363.0,282.78455,286.4936,0.14420219,1.9159155,2.7437556,0.00010518253,286.70197,287.2199,287.20065,287.1333,286.98276,-5219123.5,13095240.0,-5123411.5,95891.16,15445377.0,27944300.0,0.004032253,0.3421798,0.34140843,0.3414606,0.3798346
13.58,41.42,0.21691841,226.16666666666663,535.0,1831.5,2739.0,2180.0,439.5,1452.5,10625.333333333334,156.41666666666666,161.25,10625.333333333334,59.41666666666666,75.0,93.0,102.0,109.0,62.0,60.0,63.0,69.0,60.0,573.5,110.5,403.0,282.78455,286.4936,0.14420219,1.9159155,2.7437556,0.00010518253,286.70197,287.2199,287.20065,287.1333,286.98276,-5219123.5,13095240.0,-5123411.5,95891.16,15445377.0,27944300.0,0.004032253,0.3421798,0.34140843,0.3414606,0.3798346
13.59,41.39,0.41462788,228.22222222222226,549.0,1768.0,2624.0,2229.0,414.0,1473.0,12560.444444444443,163.77777777777774,186.55555555555557,12560.444444444443,70.55555555555556,79.0,98.0,107.0,115.0,58.0,59.0,65.0,72.0,53.0,632.0,104.0,381.0,282.78455,286.4936,0.14420219,1.9159155,2.7437556,0.00010518253,286.70197,287.2199,287.20065,287.1333,286.98276,-5219123.5,13095240.0,-5123411.5,95891.16,15445377.0,27944300.0,0.004032253,0.3421798,0.34140843,0.3414606,0.3798346
13.59,41.4,0.23643081,245.11111111111111,542.0,1766.0,2627.0,2286.0,410.0,1506.0,13225.777777777776,160.33333333333334,182.11111111111111,13225.777777777776,79.55555555555556,71.0,91.0,102.0,110.0,52.0,52.0,57.0,64.0,48.0,636.0,99.0,381.0,282.78455,286.4936,0.14420219,1.9159155,2.7437556,0.00010518253,286.70197,287.2199,287.20065,287.1333,286.98276,-5219123.5,13095240.0,-5123411.5,95891.16,15445377.0,27944300.0,0.004032253,0.3421798,0.34140843,0.3414606,0.3798346
13.59,41.41,0.23643081,233.5,577.5,1846.0,2742.0,2216.5,395.0,1459.5,11368.833333333336,177.08333333333337,172.66666666666663,11368.833333333336,81.91666666666667,77.0,96.0,104.0,111.0,62.0,61.0,65.0,71.0,44.5,577.0,93.0,365.0,282.78455,286.4936,0.14420219,1.9159155,2.7437556,0.00010518253,286.70197,287.2199,287.20065,287.1333,286.98276,-5219123.5,13095240.0,-5123411.5,95891.16,15445377.0,27944300.0,0.004032253,0.3421798,0.34140843,0.3414606,0.3798346
13.6,41.37,0.41462788,208.22222222222226,565.0,1782.0,2642.0,2000.0,421.0,1337.0,10616.333333333334,141.11111111111111,154.88888888888889,10616.333333333334,56.111111111111114,173.5,180.0,183.0,185.0,165.5,167.0,169.0,171.5,55.0,554.0,106.0,389.0,282.78455,286.4936,0.14420219,1.9159155,2.7437556,0.00010518253,286.70197,287.2199,287.20065,287.1333,286.98276,-5219123.5,13095240.0,-5123411.5,95891.16,15445377.0,27944300.0,0.004032253,0.3421798,0.34140843,0.3414606,0.3798346
13.6,41.38,0.41462788,224.33333333333331,611.0,1835.0,2701.0,2093.0,418.0,1393.0,11958.0,148.16666666666666,163.33333333333334,11958.0,61.83333333333334,82.0,99.0,108.0,115.0,63.0,65.0,70.0,76.0,61.0,574.0,110.0,382.0,282.78455,286.4936,0.14420219,1.9159155,2.7437556,0.00010518253,286.70197,287.2199,287.20065,287.1333,286.98276,-5219123.5,13095240.0,-5123411.5,95891.16,15445377.0,27944300.0,0.004032253,0.3421798,0.34140843,0.3414606,0.3798346
13.6,41.39,0.45609546,221.11111111111111,537.0,1783.0,2655.0,2229.0,413.0,1473.0,10664.333333333334,159.22222222222226,184.55555555555557,10664.333333333334,66.0,69.0,90.0,100.0,108.0,50.0,50.0,55.0,62.0,56.0,600.0,108.0,366.0,282.78455,286.4936,0.14420219,1.9159155,2.7437556,0.00010518253,286.70197,287.2199,287.20065,287.1333,286.98276,-5219123.5,13095240.0,-5123411.5,95891.16,15445377.0,27944300.0,0.004032253,0.3421798,0.34140843,0.3414606,0.3798346
13.6,41.4,0.23643081,232.55555555555557,562.0,1796.0,2661.0,2324.0,423.0,1533.0,12548.888888888889,153.0,174.88888888888889,12548.888888888889,62.555555555555564,70.0,91.0,101.0,109.0,51.0,52.0,56.0,63.0,53.0,609.0,106.0,370.0,282.78455,286.4936,0.14420219,1.9159155,2.7437556,0.00010518253,286.70197,287.2199,287.20065,287.1333,286.98276,-5219123.5,13095240.0,-5123411.5,95891.16,15445377.0,27944300.0,0.004032253,0.3421798,0.34140843,0.3414606,0.3798346
