longitude,latitude,habitat_richness,NDVI,ALBH-AL-BH-NI,ALBH-AL-BH-VI,ALBH-AL-BH-BB,ALDH-AL-DH-BB,ALDH-AL-DH-NI,FAPAR300-RT0-FAPAR,GDMP300-RT0-GDMP,LAI300-RT0-LAI,SWI1km-SWI-002,SWI1km-SWI-100,SWI1km-SWI-040,SWI1km-SWI-005,SWI1km-SWI-010,SWI1km-SWI-060,SWI1km-SWI-015,SWI1km-SWI-020,TOCR-REF-NOR-BLUE,TOCR-REF-NOR-NIR,TOCR-REF-NOR-SWIR,TOCR-REF-NOR-RED,VCI_y,FCOVER300-RT0-FCOVER,ALDH-AL-DH-VI,d2m,t2m,fal,lai_hv,lai_lv,src,skt,stl1,stl2,stl3,stl4,slhf,ssr,str,sp,ssrd,strd,tp,swvl1,swvl2,swvl3,swvl4
3.89,44.42,0.2637067,177.22222222222226,1198.0,960.0,1974.0,2591.0,950.0,33.0,1369.6666666666667,7.0,122.88888888888889,137.82218442932728,133.80092592592592,175.0,129.1660052910053,123.60714285714286,125.12008692365835,198.0,288.0,510.0,32.0,7.0,208.0,76.77777777777777,248.0,277.3426,283.35992,0.13372666,2.355388,2.371155,8.829342e-05,283.2303,283.65335,283.6148,283.53027,283.47256,-5008325.5,12922853.0,-5481798.5,90912.836,14932132.0,26032944.0,0.003696835,0.3281191,0.3262915,0.3214826,0.37312815
3.89,44.43,0.2637067,189.0,1202.0,963.0,1805.0,2280.0,952.0,33.0,1502.5555555555554,7.0,120.41666666666666,133.11663832199548,130.10069444444446,175.0,125.62450396825398,120.70535714285714,121.84006519274375,198.0,215.0,438.0,27.0,6.0,235.0,70.77777777777777,242.0,277.3426,283.35992,0.13372666,2.355388,2.371155,8.829342e-05,283.2303,283.65335,283.6148,283.53027,283.47256,-5008325.5,12922853.0,-5481798.5,90912.836,14932132.0,26032944.0,0.003696835,0.3281191,0.3262915,0.3214826,0.37312815
3.89,44.44,0.33626744,167.0,1197.0,960.0,1870.0,2542.0,950.0,97.0,1075.25,1.0,122.27083333333334,136.64579790249434,132.87586805555554,175.0,128.28062996031747,122.88169642857144,124.3000814909297,198.0,282.0,429.0,26.0,3.0,250.0,54.25,267.0,277.3426,283.35992,0.13372666,2.355388,2.371155,8.829342e-05,283.2303,283.65335,283.6148,283.53027,283.47256,-5008325.5,12922853.0,-5481798.5,90912.836,14932132.0,26032944.0,0.003696835,0.3281191,0.3262915,0.3214826,0.37312815
3.89,44.46,0.33626744,160.11111111111111,1200.0,962.0,2149.0,2493.0,952.0,86.33333333333331,1184.4444444444443,2.0,120.41666666666666,133.11663832199548,130.10069444444446,175.0,125.62450396825398,120.70535714285714,121.84006519274375,198.0,381.0,474.0,9.0,4.0,250.0,65.77777777777777,420.0,277.0832,282.69687,0.13964638,2.304641,2.9609685,9.77419e-05,282.53262,283.04395,283.00806,282.93417,282.88565,-5042998.5,12792550.0,-5358130.0,90073.3,14803720.0,25851010.0,0.0036968724,0.32986113,0.32950857,0.32558048,0.37582254
3.89,44.47,0.33626744,158.16666666666666,1202.0,963.0,2047.0,2547.0,952.0,33.0,1334.0,7.0,122.57638888888889,132.73470568783068,129.4754050925926,175.0,125.44762731481481,122.078125,122.74003802910052,198.0,415.0,501.0,14.0,4.0,225.0,81.91666666666667,463.0,277.0832,282.69687,0.13964638,2.304641,2.9609685,9.77419e-05,282.53262,283.04395,283.00806,282.93417,282.88565,-5042998.5,12792550.0,-5358130.0,90073.3,14803720.0,25851010.0,0.0036968724,0.32986113,0.32950857,0.32558048,0.37582254
3.89,44.51,0.32901207,167.11111111111111,1204.0,964.0,2228.0,2925.0,953.0,43.66666666666666,1536.888888888889,6.0,119.0,125.0,126.0,175.0,123.0,119.0,120.0,198.0,518.0,533.0,25.0,6.0,107.0,92.88888888888887,482.0,277.0832,282.69687,0.13964638,2.304641,2.9609685,9.77419e-05,282.53262,283.04395,283.00806,282.93417,282.88565,-5042998.5,12792550.0,-5358130.0,90073.3,14803720.0,25851010.0,0.0036968724,0.32986113,0.32950857,0.32558048,0.37582254
3.89,44.52,0.32901207,167.91666666666666,1200.0,962.0,1894.0,2500.0,951.0,73.0,1236.1666666666667,3.25,118.0,122.0,125.0,175.0,122.0,118.0,119.0,198.0,413.0,463.0,19.0,2.0,219.0,68.25,335.0,277.0832,282.69687,0.13964638,2.304641,2.9609685,9.77419e-05,282.53262,283.04395,283.00806,282.93417,282.88565,-5042998.5,12792550.0,-5358130.0,90073.3,14803720.0,25851010.0,0.0036968724,0.32986113,0.32950857,0.32558048,0.37582254
3.89,44.54,0.3198487,176.33333333333337,1228.0,980.0,1778.0,2264.0,961.0,22.33333333333333,1563.4444444444446,8.0,118.5,128.0,127.5,175.0,124.0,118.5,119.5,198.0,430.0,504.0,10.0,3.0,206.0,86.44444444444444,298.0,277.0832,282.69687,0.13964638,2.304641,2.9609685,9.77419e-05,282.53262,283.04395,283.00806,282.93417,282.88565,-5042998.5,12792550.0,-5358130.0,90073.3,14803720.0,25851010.0,0.0036968724,0.32986113,0.32950857,0.32558048,0.37582254
3.89,44.55,0.3198487,190.0,1224.0,978.0,1670.0,2069.0,960.0,9.0,1433.416666666667,9.25,123.0,135.0,132.0,175.0,128.0,123.0,124.0,198.0,311.0,441.0,8.0,6.0,90.0,90.08333333333331,268.0,277.11688,282.36136,0.13908085,2.2285063,0.50668406,9.53089e-05,282.18695,282.64294,282.61456,282.55548,282.52255,-4820879.5,12721881.0,-5292653.0,89910.75,14711125.0,25769282.0,0.0036415383,0.34277442,0.34189886,0.33544672,0.37974545
3.89,44.56,0.3198487,191.66666666666663,1227.0,980.0,1826.0,2283.0,962.0,54.33333333333334,1284.7777777777776,5.0,127.0,139.0,135.0,175.0,132.0,127.0,128.0,198.0,336.0,434.0,6.0,3.0,214.0,70.77777777777777,268.0,277.11688,282.36136,0.13908085,2.2285063,0.50668406,9.53089e-05,282.18695,282.64294,282.61456,282.55548,282.52255,-4820879.5,12721881.0,-5292653.0,89910.75,14711125.0,25769282.0,0.0036415383,0.34277442,0.34189886,0.33544672,0.37974545
3.89,44.57,0.3198487,181.0,1220.0,975.0,1941.0,2514.0,959.0,54.33333333333334,1367.2222222222224,5.0,127.0,141.0,139.0,175.0,134.0,128.0,130.0,198.0,371.0,442.0,8.0,2.0,201.0,85.22222222222223,266.0,277.11688,282.36136,0.13908085,2.2285063,0.50668406,9.53089e-05,282.18695,282.64294,282.61456,282.55548,282.52255,-4820879.5,12721881.0,-5292653.0,89910.75,14711125.0,25769282.0,0.0036415383,0.34277442,0.34189886,0.33544672,0.37974545
3.89,44.58,0.3198487,177.58333333333337,1215.0,971.0,2015.5,2582.5,957.5,41.0,1417.833333333333,6.25,122.0,131.0,131.0,175.0,128.0,122.0,124.0,198.0,409.0,460.0,17.0,2.0,129.0,85.91666666666669,330.5,277.11688,282.36136,0.13908085,2.2285063,0.50668406,9.53089e-05,282.18695,282.64294,282.61456,282.55548,282.52255,-4820879.5,12721881.0,-5292653.0,89910.75,14711125.0,25769282.0,0.0036415383,0.34277442,0.34189886,0.33544672,0.37974545
3.89,44.59,0.3198487,195.33333333333331,1226.0,978.0,1989.0,2580.0,961.0,22.33333333333333,1438.333333333333,8.0,124.0,139.0,136.0,175.0,131.0,124.0,126.0,198.0,332.0,478.0,15.0,3.0,211.0,80.44444444444444,271.0,277.11688,282.36136,0.13908085,2.2285063,0.50668406,9.53089e-05,282.18695,282.64294,282.61456,282.55548,282.52255,-4820879.5,12721881.0,-5292653.0,89910.75,14711125.0,25769282.0,0.0036415383,0.34277442,0.34189886,0.33544672,0.37974545
3.89,44.63,0.20036553,175.83333333333337,1232.0,982.0,2028.0,2679.0,961.0,1.0,1756.833333333333,10.0,129.0,151.0,147.0,175.0,141.0,131.0,134.0,198.0,519.0,464.0,21.0,3.0,250.0,96.66666666666669,347.0,277.11688,282.36136,0.13908085,2.2285063,0.50668406,9.53089e-05,282.18695,282.64294,282.61456,282.55548,282.52255,-4820879.5,12721881.0,-5292653.0,89910.75,14711125.0,25769282.0,0.0036415383,0.34277442,0.34189886,0.33544672,0.37974545
3.89,44.64,0.20036553,163.0,1230.0,981.0,1938.0,2610.0,960.0,1.0,1674.5555555555554,10.0,131.0,154.0,149.0,175.0,143.0,133.0,137.0,198.0,458.0,467.0,24.0,2.0,140.0,85.44444444444444,325.0,277.11688,282.36136,0.13908085,2.2285063,0.50668406,9.53089e-05,282.18695,282.64294,282.61456,282.55548,282.52255,-4820879.5,12721881.0,-5292653.0,89910.75,14711125.0,25769282.0,0.0036415383,0.34277442,0.34189886,0.33544672,0.37974545
3.89,44.65,0.20036553,184.0,1230.0,982.0,1858.0,2432.0,960.0,1.0,1569.2222222222224,10.0,136.0,159.0,153.0,175.0,147.0,139.0,141.0,198.0,416.0,456.0,23.0,2.0,152.0,98.88888888888887,321.0,277.12576,282.0268,0.15696043,2.3049989,2.6738532,0.00010847413,281.7634,282.27347,282.24515,282.19418,282.1757,-4869490.5,12434688.0,-5121657.5,89807.13,14644572.0,25758288.0,0.0035250774,0.34993875,0.34941944,0.34511688,0.38155374
3.89,44.67,0.20036553,187.66666666666663,1199.0,962.0,2165.0,2708.0,951.0,1.0,1727.888888888889,10.0,136.0,156.0,154.0,175.0,148.0,138.0,142.0,198.0,443.0,480.0,16.0,2.0,179.0,106.77777777777777,462.0,277.12576,282.0268,0.15696043,2.3049989,2.6738532,0.00010847413,281.7634,282.27347,282.24515,282.19418,282.1757,-4869490.5,12434688.0,-5121657.5,89807.13,14644572.0,25758288.0,0.0035250774,0.34993875,0.34941944,0.34511688,0.38155374
3.89,44.69,0.20036553,196.91666666666663,1203.0,964.0,2006.0,2527.0,952.0,1.0,1689.5,10.0,138.0,164.0,157.0,175.0,151.0,141.0,144.0,198.0,360.0,463.0,16.0,3.0,250.0,106.58333333333331,294.0,277.12576,282.0268,0.15696043,2.3049989,2.6738532,0.00010847413,281.7634,282.27347,282.24515,282.19418,282.1757,-4869490.5,12434688.0,-5121657.5,89807.13,14644572.0,25758288.0,0.0035250774,0.34993875,0.34941944,0.34511688,0.38155374
3.89,44.69,0.20036553,196.91666666666663,1203.0,964.0,2006.0,2527.0,952.0,1.0,1689.5,10.0,138.0,164.0,157.0,175.0,151.0,141.0,144.0,198.0,360.0,463.0,16.0,3.0,250.0,106.58333333333331,294.0,277.12576,282.0268,0.15696043,2.3049989,2.6738532,0.00010847413,281.7634,282.27347,282.24515,282.19418,282.1757,-4869490.5,12434688.0,-5121657.5,89807.13,14644572.0,25758288.0,0.0035250774,0.34993875,0.34941944,0.34511688,0.38155374
3.89,44.74,0.27848092,192.33333333333331,1208.0,966.0,2186.0,2732.0,955.0,1.0,1634.4444444444446,10.0,137.0,165.0,161.0,175.0,155.0,142.0,146.0,198.0,456.0,479.0,16.0,3.0,250.0,114.33333333333331,335.0,277.12576,282.0268,0.15696043,2.3049989,2.6738532,0.00010847413,281.7634,282.27347,282.24515,282.19418,282.1757,-4869490.5,12434688.0,-5121657.5,89807.13,14644572.0,25758288.0,0.0035250774,0.34993875,0.34941944,0.34511688,0.38155374
3.89,44.76,0.27848092,188.55555555555557,1200.0,961.0,2187.0,2960.0,951.0,22.33333333333333,1576.111111111111,8.0,138.0,171.0,165.0,175.0,158.0,143.0,148.0,198.0,499.0,497.0,16.0,3.0,193.0,105.0,309.0,277.2428,281.8038,0.18096612,2.2774348,2.853828,0.000115263916,281.51813,282.03864,282.0096,281.9682,281.97012,-4785651.0,12029212.0,-5030092.5,89992.44,14578460.0,25748726.0,0.00340767,0.3561438,0.35671988,0.35458094,0.38185608
3.89,44.78,0.27509335,191.44444444444446,1208.0,967.0,1874.0,2386.0,953.0,43.66666666666666,1760.7777777777776,6.0,139.0,171.0,166.0,175.0,159.0,144.0,149.0,198.0,343.0,474.0,23.0,2.0,172.0,98.33333333333331,246.0,277.2428,281.8038,0.18096612,2.2774348,2.853828,0.000115263916,281.51813,282.03864,282.0096,281.9682,281.97012,-4785651.0,12029212.0,-5030092.5,89992.44,14578460.0,25748726.0,0.00340767,0.3561438,0.35671988,0.35458094,0.38185608
3.89,44.78,0.27509335,191.44444444444446,1208.0,967.0,1874.0,2386.0,953.0,43.66666666666666,1760.7777777777776,6.0,139.0,171.0,166.0,175.0,159.0,144.0,149.0,198.0,343.0,474.0,23.0,2.0,172.0,98.33333333333331,246.0,277.2428,281.8038,0.18096612,2.2774348,2.853828,0.000115263916,281.51813,282.03864,282.0096,281.9682,281.97012,-4785651.0,12029212.0,-5030092.5,89992.44,14578460.0,25748726.0,0.00340767,0.3561438,0.35671988,0.35458094,0.38185608
3.9,44.41,0.26602224,164.25,1203.5,963.5,1563.5,2300.5,952.0,97.0,1532.5,1.0,122.05555555555557,135.99510463907785,132.53833912037038,175.0,127.99419229497354,122.64397321428572,124.07757877456537,198.0,345.5,544.5,34.0,3.0,241.0,82.41666666666667,238.5,277.3426,283.35992,0.13372666,2.355388,2.371155,8.829342e-05,283.2303,283.65335,283.6148,283.53027,283.47256,-5008325.5,12922853.0,-5481798.5,90912.836,14932132.0,26032944.0,0.003696835,0.3281191,0.3262915,0.3214826,0.37312815
3.9,44.42,0.26602224,194.0,1201.0,962.0,1808.0,2386.0,951.0,65.0,1605.666666666667,4.0,122.88888888888889,137.82218442932728,133.80092592592592,175.0,129.1660052910053,123.60714285714286,125.12008692365835,198.0,284.0,503.0,31.0,7.0,148.0,92.22222222222223,239.0,277.3426,283.35992,0.13372666,2.355388,2.371155,8.829342e-05,283.2303,283.65335,283.6148,283.53027,283.47256,-5008325.5,12922853.0,-5481798.5,90912.836,14932132.0,26032944.0,0.003696835,0.3281191,0.3262915,0.3214826,0.37312815
3.9,44.42,0.26602224,194.0,1201.0,962.0,1808.0,2386.0,951.0,65.0,1605.666666666667,4.0,122.88888888888889,137.82218442932728,133.80092592592592,175.0,129.1660052910053,123.60714285714286,125.12008692365835,198.0,284.0,503.0,31.0,7.0,148.0,92.22222222222223,239.0,277.3426,283.35992,0.13372666,2.355388,2.371155,8.829342e-05,283.2303,283.65335,283.6148,283.53027,283.47256,-5008325.5,12922853.0,-5481798.5,90912.836,14932132.0,26032944.0,0.003696835,0.3281191,0.3262915,0.3214826,0.37312815
3.9,44.43,0.26602224,176.55555555555554,1193.0,958.0,1754.0,2198.0,949.0,54.33333333333334,1648.888888888889,5.0,119.79861111111111,131.4402517951625,128.92563657407408,175.0,124.73912863756613,119.97991071428572,121.0200597600151,198.0,232.0,410.0,28.0,6.0,247.0,86.1111111111111,246.0,277.3426,283.35992,0.13372666,2.355388,2.371155,8.829342e-05,283.2303,283.65335,283.6148,283.53027,283.47256,-5008325.5,12922853.0,-5481798.5,90912.836,14932132.0,26032944.0,0.003696835,0.3281191,0.3262915,0.3214826,0.37312815
3.9,44.44,0.33626744,164.83333333333334,1195.0,959.0,1753.0,2270.0,950.0,97.0,1063.9166666666667,1.0,121.96180555555557,135.93260463907785,132.35083912037038,175.0,127.83794229497354,122.51897321428572,123.89007877456537,198.0,268.0,365.0,30.0,4.0,177.0,53.41666666666666,307.0,277.3426,283.35992,0.13372666,2.355388,2.371155,8.829342e-05,283.2303,283.65335,283.6148,283.53027,283.47256,-5008325.5,12922853.0,-5481798.5,90912.836,14932132.0,26032944.0,0.003696835,0.3281191,0.3262915,0.3214826,0.37312815
3.9,44.46,0.33626744,180.44444444444446,1198.0,962.0,1885.0,2191.0,951.0,54.33333333333334,1308.888888888889,5.0,123.04861111111111,134.9402517951625,131.67563657407408,175.0,127.48912863756613,122.97991071428572,124.0200597600151,198.0,330.0,429.0,17.0,2.0,250.0,76.77777777777777,442.0,277.0832,282.69687,0.13964638,2.304641,2.9609685,9.77419e-05,282.53262,283.04395,283.00806,282.93417,282.88565,-5042998.5,12792550.0,-5358130.0,90073.3,14803720.0,25851010.0,0.0036968724,0.32986113,0.32950857,0.32558048,0.37582254
3.9,44.48,0.32901207,208.66666666666663,1191.0,957.0,1339.0,1803.0,949.0,33.0,1652.4444444444446,7.0,121.0,127.0,125.0,175.0,121.0,119.0,119.0,198.0,241.0,416.0,19.0,9.0,97.0,95.33333333333331,244.0,277.0832,282.69687,0.13964638,2.304641,2.9609685,9.77419e-05,282.53262,283.04395,283.00806,282.93417,282.88565,-5042998.5,12792550.0,-5358130.0,90073.3,14803720.0,25851010.0,0.0036968724,0.32986113,0.32950857,0.32558048,0.37582254
3.9,44.49,0.32901207,181.0,1193.0,958.0,1599.0,2086.0,949.0,75.66666666666667,1342.7777777777776,3.0,113.0,117.0,118.0,175.0,115.0,112.0,112.0,198.0,214.0,367.0,7.0,7.0,180.0,72.22222222222223,255.0,277.0832,282.69687,0.13964638,2.304641,2.9609685,9.77419e-05,282.53262,283.04395,283.00806,282.93417,282.88565,-5042998.5,12792550.0,-5358130.0,90073.3,14803720.0,25851010.0,0.0036968724,0.32986113,0.32950857,0.32558048,0.37582254
3.9,44.52,0.32901207,180.75,1201.0,962.0,1969.0,2582.0,952.0,65.0,1329.0,4.0,120.0,126.0,127.0,175.0,124.0,120.0,120.0,198.0,400.0,490.0,7.0,4.0,237.0,77.5,333.0,277.0832,282.69687,0.13964638,2.304641,2.9609685,9.77419e-05,282.53262,283.04395,283.00806,282.93417,282.88565,-5042998.5,12792550.0,-5358130.0,90073.3,14803720.0,25851010.0,0.0036968724,0.32986113,0.32950857,0.32558048,0.37582254
3.9,44.54,0.3198487,185.22222222222226,1238.0,987.0,1674.0,2186.0,964.0,1.0,1654.888888888889,10.0,116.5,124.5,125.5,175.0,121.5,116.5,117.5,198.0,458.0,472.0,17.0,4.0,81.0,99.88888888888887,313.0,277.0832,282.69687,0.13964638,2.304641,2.9609685,9.77419e-05,282.53262,283.04395,283.00806,282.93417,282.88565,-5042998.5,12792550.0,-5358130.0,90073.3,14803720.0,25851010.0,0.0036968724,0.32986113,0.32950857,0.32558048,0.37582254
3.9,44.58,0.3198487,187.33333333333331,1229.5,981.0,1768.0,2294.0,962.0,89.0,1361.75,1.75,125.0,135.0,133.0,175.0,130.0,125.0,126.0,198.0,373.0,442.0,10.5,2.0,89.0,94.91666666666669,272.5,277.11688,282.36136,0.13908085,2.2285063,0.50668406,9.53089e-05,282.18695,282.64294,282.61456,282.55548,282.52255,-4820879.5,12721881.0,-5292653.0,89910.75,14711125.0,25769282.0,0.0036415383,0.34277442,0.34189886,0.33544672,0.37974545
3.9,44.59,0.3198487,180.11111111111111,1229.0,981.0,1890.0,2413.0,963.0,11.666666666666664,1770.888888888889,9.0,128.0,139.0,137.0,175.0,133.0,128.0,129.0,198.0,327.0,441.0,14.0,3.0,144.0,95.22222222222223,290.0,277.11688,282.36136,0.13908085,2.2285063,0.50668406,9.53089e-05,282.18695,282.64294,282.61456,282.55548,282.52255,-4820879.5,12721881.0,-5292653.0,89910.75,14711125.0,25769282.0,0.0036415383,0.34277442,0.34189886,0.33544672,0.37974545
3.9,44.6,0.3198487,193.55555555555557,1225.0,977.0,2225.0,2890.0,961.0,22.33333333333333,1699.7777777777776,8.0,128.0,144.0,139.0,175.0,135.0,129.0,130.0,198.0,479.0,467.0,18.0,2.0,125.0,111.55555555555556,332.0,277.11688,282.36136,0.13908085,2.2285063,0.50668406,9.53089e-05,282.18695,282.64294,282.61456,282.55548,282.52255,-4820879.5,12721881.0,-5292653.0,89910.75,14711125.0,25769282.0,0.0036415383,0.34277442,0.34189886,0.33544672,0.37974545
3.9,44.66,0.20036553,195.33333333333331,1197.0,960.0,2346.0,2725.5,951.5,1.0,1661.416666666667,10.0,135.0,157.0,152.0,175.0,147.0,137.0,140.0,198.0,414.0,452.5,14.0,2.5,211.0,106.66666666666669,367.0,277.12576,282.0268,0.15696043,2.3049989,2.6738532,0.00010847413,281.7634,282.27347,282.24515,282.19418,282.1757,-4869490.5,12434688.0,-5121657.5,89807.13,14644572.0,25758288.0,0.0035250774,0.34993875,0.34941944,0.34511688,0.38155374
3.9,44.7,0.20036553,194.88888888888889,1195.0,958.0,2048.0,2647.0,950.0,22.33333333333333,1440.666666666667,8.0,137.5,163.5,157.0,175.0,151.0,140.5,144.0,198.0,365.0,482.0,5.0,3.0,250.0,89.22222222222223,266.0,277.12576,282.0268,0.15696043,2.3049989,2.6738532,0.00010847413,281.7634,282.27347,282.24515,282.19418,282.1757,-4869490.5,12434688.0,-5121657.5,89807.13,14644572.0,25758288.0,0.0035250774,0.34993875,0.34941944,0.34511688,0.38155374
3.9,44.7,0.20036553,194.88888888888889,1195.0,958.0,2048.0,2647.0,950.0,22.33333333333333,1440.666666666667,8.0,137.5,163.5,157.0,175.0,151.0,140.5,144.0,198.0,365.0,482.0,5.0,3.0,250.0,89.22222222222223,266.0,277.12576,282.0268,0.15696043,2.3049989,2.6738532,0.00010847413,281.7634,282.27347,282.24515,282.19418,282.1757,-4869490.5,12434688.0,-5121657.5,89807.13,14644572.0,25758288.0,0.0035250774,0.34993875,0.34941944,0.34511688,0.38155374
3.9,44.76,0.27509335,198.77777777777774,1223.0,977.0,1599.0,2048.0,959.0,1.0,1632.5555555555554,10.0,140.0,169.0,165.0,175.0,158.0,145.0,149.0,198.0,339.0,418.0,9.0,4.0,225.0,96.0,250.0,277.2428,281.8038,0.18096612,2.2774348,2.853828,0.000115263916,281.51813,282.03864,282.0096,281.9682,281.97012,-4785651.0,12029212.0,-5030092.5,89992.44,14578460.0,25748726.0,0.00340767,0.3561438,0.35671988,0.35458094,0.38185608
3.9,44.77,0.27509335,208.66666666666663,1228.0,980.0,1470.0,1939.0,960.0,17.0,1621.333333333333,8.5,140.0,168.0,165.0,175.0,158.0,145.0,149.0,198.0,271.0,425.0,6.0,9.0,250.0,95.25,198.0,277.2428,281.8038,0.18096612,2.2774348,2.853828,0.000115263916,281.51813,282.03864,282.0096,281.9682,281.97012,-4785651.0,12029212.0,-5030092.5,89992.44,14578460.0,25748726.0,0.00340767,0.3561438,0.35671988,0.35458094,0.38185608
3.9,44.78,0.27848092,184.33333333333331,1197.0,960.0,2316.0,3073.0,952.0,33.0,1752.666666666667,7.0,138.0,166.0,164.0,175.0,158.0,143.0,148.0,198.0,420.0,538.0,12.0,2.0,184.0,105.44444444444444,248.0,277.2428,281.8038,0.18096612,2.2774348,2.853828,0.000115263916,281.51813,282.03864,282.0096,281.9682,281.97012,-4785651.0,12029212.0,-5030092.5,89992.44,14578460.0,25748726.0,0.00340767,0.3561438,0.35671988,0.35458094,0.38185608
3.9,44.79,0.27848092,184.11111111111111,1212.0,968.0,2203.0,2894.0,954.0,1.0,1764.0,10.0,134.0,168.0,165.0,175.0,157.5,140.0,146.5,198.0,450.0,604.0,25.0,2.0,183.0,107.66666666666669,369.0,277.2428,281.8038,0.18096612,2.2774348,2.853828,0.000115263916,281.51813,282.03864,282.0096,281.9682,281.97012,-4785651.0,12029212.0,-5030092.5,89992.44,14578460.0,25748726.0,0.00340767,0.3561438,0.35671988,0.35458094,0.38185608
3.91,44.4,0.2637067,165.33333333333334,1204.0,963.5,1841.0,2453.0,952.5,97.0,1125.5,1.0,120.66666666666666,133.86663832199548,130.60069444444446,175.0,126.12450396825398,120.95535714285714,122.34006519274375,198.0,288.5,551.0,19.0,4.5,248.0,52.41666666666666,231.5,277.3426,283.35992,0.13372666,2.355388,2.371155,8.829342e-05,283.2303,283.65335,283.6148,283.53027,283.47256,-5008325.5,12922853.0,-5481798.5,90912.836,14932132.0,26032944.0,0.003696835,0.3281191,0.3262915,0.3214826,0.37312815
3.91,44.42,0.26602224,153.83333333333334,1195.5,959.0,1948.5,2485.0,950.0,97.0,1416.833333333333,1.0,122.88888888888889,137.82218442932728,133.80092592592592,175.0,129.1660052910053,123.60714285714286,125.12008692365835,198.0,305.0,420.5,13.747298757428418,3.5,210.0,73.16666666666667,269.5,277.3426,283.35992,0.13372666,2.355388,2.371155,8.829342e-05,283.2303,283.65335,283.6148,283.53027,283.47256,-5008325.5,12922853.0,-5481798.5,90912.836,14932132.0,26032944.0,0.003696835,0.3281191,0.3262915,0.3214826,0.37312815
3.91,44.43,0.26602224,160.5,1196.0,959.5,1986.0,2607.5,950.0,89.0,1357.75,1.75,120.41666666666666,133.11663832199548,130.10069444444446,175.0,125.87450396825398,120.70535714285714,122.09006519274375,198.0,328.0,463.0,13.0,2.5,215.5,79.83333333333333,304.5,277.3426,283.35992,0.13372666,2.355388,2.371155,8.829342e-05,283.2303,283.65335,283.6148,283.53027,283.47256,-5008325.5,12922853.0,-5481798.5,90912.836,14932132.0,26032944.0,0.003696835,0.3281191,0.3262915,0.3214826,0.37312815
3.91,44.44,0.33626744,140.9375,1195.0,960.0,1735.0,2129.0,950.5,97.0,946.0625,1.0,122.27083333333334,136.64579790249434,132.87586805555554,175.0,128.34312996031747,122.88169642857144,124.3625814909297,198.0,294.5,350.5,30.0,3.0,155.5,55.125,386.5,277.3426,283.35992,0.13372666,2.355388,2.371155,8.829342e-05,283.2303,283.65335,283.6148,283.53027,283.47256,-5008325.5,12922853.0,-5481798.5,90912.836,14932132.0,26032944.0,0.003696835,0.3281191,0.3262915,0.3214826,0.37312815
3.91,44.45,0.33626744,168.16666666666666,1196.5,960.5,1818.5,2256.0,950.5,97.0,1346.0833333333333,1.0,122.88888888888889,137.82218442932728,133.80092592592592,175.0,129.1660052910053,123.60714285714286,125.12008692365835,198.0,310.0,417.5,12.0,4.5,249.5,79.58333333333333,406.0,277.3426,283.35992,0.13372666,2.355388,2.371155,8.829342e-05,283.2303,283.65335,283.6148,283.53027,283.47256,-5008325.5,12922853.0,-5481798.5,90912.836,14932132.0,26032944.0,0.003696835,0.3281191,0.3262915,0.3214826,0.37312815
3.91,44.46,0.33626744,162.58333333333334,1200.0,962.0,1864.0,2356.5,951.5,89.0,1379.166666666667,1.75,120.69444444444444,131.66109221466365,128.40046296296296,175.0,123.58300264550265,120.05357142857143,120.81004346182917,198.0,308.5,457.0,19.0,5.5,250.0,84.08333333333333,385.0,277.0832,282.69687,0.13964638,2.304641,2.9609685,9.77419e-05,282.53262,283.04395,283.00806,282.93417,282.88565,-5042998.5,12792550.0,-5358130.0,90073.3,14803720.0,25851010.0,0.0036968724,0.32986113,0.32950857,0.32558048,0.37582254
3.91,44.47,0.33626744,169.6875,1200.0,962.0,1900.5,2522.0,951.0,91.0,1547.125,1.5625,126.0,133.0,130.0,175.0,125.0,124.0,124.0,198.0,348.0,520.0,11.5,4.0,223.0,100.5625,346.0,277.0832,282.69687,0.13964638,2.304641,2.9609685,9.77419e-05,282.53262,283.04395,283.00806,282.93417,282.88565,-5042998.5,12792550.0,-5358130.0,90073.3,14803720.0,25851010.0,0.0036968724,0.32986113,0.32950857,0.32558048,0.37582254
3.91,44.48,0.33626744,205.66666666666663,1197.0,960.0,1690.5,2257.0,950.0,89.0,1699.666666666667,1.75,122.0,128.0,126.0,175.0,122.0,120.0,120.0,198.0,275.5,505.5,13.5,5.0,223.5,108.66666666666669,269.0,277.0832,282.69687,0.13964638,2.304641,2.9609685,9.77419e-05,282.53262,283.04395,283.00806,282.93417,282.88565,-5042998.5,12792550.0,-5358130.0,90073.3,14803720.0,25851010.0,0.0036968724,0.32986113,0.32950857,0.32558048,0.37582254
3.91,44.49,0.32901207,154.33333333333334,1197.0,960.0,1975.5,2471.0,951.0,17.0,1365.5,8.5,113.0,119.0,119.0,175.0,116.0,112.0,113.0,198.0,325.0,466.5,9.0,3.5,190.0,73.58333333333333,331.0,277.0832,282.69687,0.13964638,2.304641,2.9609685,9.77419e-05,282.53262,283.04395,283.00806,282.93417,282.88565,-5042998.5,12792550.0,-5358130.0,90073.3,14803720.0,25851010.0,0.0036968724,0.32986113,0.32950857,0.32558048,0.37582254
